year,month,state,coal,petroleum,natural_gas,hydroelectric_conventional,wind,total,other_gases,nuclear,wood_and_wood_derived_fuels,other_biomass,other,solar_thermal_and_photovoltaic,pumped_storage,geothermal
2002,9,MO,5772223,48075,387608,43459,NA,7065164,NA,819190,NA,727,6539,NA,-12657,NA
2002,9,MS,1530319,3368,1579310,NA,NA,3507971,4089,324094,66791,0,0,NA,NA,NA
2002,9,MT,1457154,1507,1241,582517,NA,2046670,507,NA,3744,NA,NA,NA,NA,NA
2002,9,NC,6863704,28906,412580,253377,NA,10538010,114,2829814,132823,8549,16790,NA,-8647,NA
2002,9,ND,2347315,3866,372,143795,NA,2497947,2600,NA,NA,0,NA,NA,NA,NA
2002,9,NE,1536484,1527,43501,105605,623,2572587,0,884290,NA,557,0,NA,NA,NA
2002,9,NH,255640,60484,21817,28089,NA,1264336,NA,832281,52247,8689,5089,NA,NA,NA
2002,9,NJ,918588,32530,1908651,1113,NA,5710360,8477,2744670,NA,70962,40262,NA,-14893,NA
2002,9,NM,2449500,4790,275821,22877,NA,2753906,NA,NA,NA,918,NA,NA,NA,NA
2002,9,NV,1416317,3614,1125522,157284,NA,2789156,NA,NA,NA,NA,NA,NA,NA,86419
2002,9,NY,2179326,641098,3957284,1726600,5193,12146899,NA,3498792,37400,113169,70523,NA,-82486,NA
2002,9,OH,10686137,32862,245377,25663,NA,11659563,20077,591952,11990,2239,43266,NA,NA,NA
2002,9,OK,2995817,3309,2297543,49544,NA,5354981,5471,NA,20580,NA,NA,NA,-17283,NA
2002,9,OR,391607,63,778222,2236869,25427,3501997,NA,NA,63392,3594,2823,NA,NA,NA
2002,9,PA,9342336,205571,703153,73718,2784,16529202,47526,5965978,66945,99567,54202,NA,-32579,NA
2002,9,RI,NA,4630,489325,291,NA,556057,NA,NA,NA,8028,53783,NA,NA,NA
2002,9,SC,3224851,25682,366160,84699,NA,8363870,54,4686035,110948,676,0,NA,-135235,NA
2002,9,SD,158216,326,10823,453630,490,623485,NA,NA,NA,NA,NA,NA,NA,NA
2002,9,TN,4842770,13623,27241,571126,198,7919599,1165,2417070,68750,3311,150,NA,-25805,NA
2002,9,TX,12168715,132005,18197234,78310,163651,34663797,266713,3323977,101899,27312,203981,NA,NA,NA
2002,9,UT,3004337,4397,205674,35020,NA,3270400,0,NA,NA,549,431,NA,NA,19992
2002,9,VA,3327900,99622,533835,61154,NA,6046024,0,1982069,115353,59150,39248,0,-172306,NA
2002,9,VT,NA,559,280,47737,632,436689,NA,349961,37520,NA,NA,NA,NA,NA
2002,9,WA,907245,5269,470619,4534429,33530,6858838,28080,761289,100227,13101,5049,NA,0,NA
2002,9,WI,3534591,33902,228266,222116,3006,5017044,NA,898541,54334,28063,14225,NA,NA,NA
2002,9,WV,6835007,19770,16963,33345,NA,6923199,15498,NA,0,858,1758,NA,NA,NA
2002,9,WY,3628015,1889,83721,35927,33710,3785982,NA,NA,NA,NA,2720,NA,NA,NA
2002,9,US-TOTAL,165366309,8075351,68161131,17086782,735828,331279434,1053312,64480790,3312990,1285410,1250361,52608,-776518,1195081
2002,10,AK,54482,74921,326514,121399,NA,578506,NA,NA,101,1089,NA,NA,NA,NA
2002,10,AL,6578037,23388,988789,584882,NA,10343719,9631,1918094,239068,947,882,NA,NA,NA
2002,10,AR,2105440,10779,394419,189923,NA,3667881,NA,806874,141974,427,18045,NA,NA,NA
2002,10,AZ,3059002,5960,1812482,401155,NA,7184421,NA,1879761,NA,4229,8735,32,13065,NA
2002,10,CA,217024,164799,7070808,1864410,284412,14336933,100201,2948833,333584,174061,36282,30924,-7850,1119445
2002,10,CO,2951146,547,803861,36152,9972,3789585,80,NA,NA,2527,0,NA,-14701,NA
2002,10,CT,136451,219477,738919,14350,NA,2493072,0,1251934,NA,66233,66023,NA,-315,NA
2002,10,DC,NA,-565,NA,NA,NA,-565,NA,NA,NA,NA,NA,NA,NA,NA
2002,10,DE,353791,82335,112742,NA,NA,570808,21940,NA,NA,NA,NA,NA,NA,NA
2002,10,FL,5686935,3574491,6249925,15280,NA,18457136,680,2411207,129378,165863,223377,NA,NA,NA
2002,10,GA,6840937,117522,555128,208085,NA,10471235,NA,2163997,632390,12523,3293,NA,-62639,NA
2002,10,HI,104839,861942,NA,5587,160,1012934,3701,NA,NA,18690,14270,NA,NA,3745
2002,10,IA,2925501,3885,30392,88097,72520,3543920,NA,415893,0,7632,0,NA,NA,NA
2002,10,ID,5954,11,21315,451118,NA,534714,NA,NA,48275,NA,8041,NA,NA,NA
2002,10,IL,7292340,16066,278390,9144,NA,15227775,18948,7553097,NA,50002,9789,NA,NA,NA
2002,10,IN,9715335,35974,192512,46413,NA,10208082,209475,NA,NA,7330,1043,NA,NA,NA
2002,10,KS,3035919,30209,52731,830,30399,4037063,NA,886975,NA,NA,NA,NA,NA,NA
2002,10,KY,5988965,200609,39410,242078,NA,6504230,NA,NA,33168,NA,NA,NA,NA,NA
2002,10,LA,1945383,163638,3465290,57238,NA,7676726,141618,1559782,236874,4804,102099,NA,NA,NA
2002,10,MA,1079479,693462,1484776,72624,0,3910998,NA,496480,10564,99206,66381,NA,-91974,NA
2002,10,MD,1891312,199131,119664,116632,NA,3702304,45728,1271399,8706,28327,21405,NA,NA,NA
2002,10,ME,49512,87887,1155249,189087,NA,1837512,4,NA,300067,27942,27763,NA,NA,NA
2002,10,MI,5352882,67837,1063320,141215,25,9666158,907,2896004,131904,62147,28206,NA,-78289,NA
2002,10,MN,2867876,61546,94526,78831,61119,4501560,NA,1241311,29688,40135,26528,NA,NA,NA
2002,10,MO,5631396,44725,56713,28288,NA,6350757,NA,588220,NA,656,7693,NA,-6934,NA
2002,10,MS,1430922,5912,865929,NA,NA,3113659,1773,733226,75269,0,0,NA,NA,NA
2002,10,MT,1430059,25614,598,478740,NA,1942930,1876,NA,6043,NA,NA,NA,NA,NA
2002,10,NC,6431083,37072,233465,320882,NA,10524168,23,3329508,133974,8436,22494,NA,7231,NA
2002,10,ND,2593675,4024,996,117136,NA,2722642,6811,NA,NA,0,NA,NA,NA,NA
2002,10,NE,1454292,1428,34024,103805,628,2525721,0,930831,NA,713,0,NA,NA,NA
2002,10,NH,266305,99883,21538,55042,NA,1364742,NA,861835,46397,8839,4903,NA,NA,NA
2002,10,NJ,922668,28805,1222904,817,NA,4212390,6367,1928875,NA,71531,42805,NA,-12382,NA
2002,10,NM,2369304,1540,262379,18520,NA,2652969,NA,NA,NA,1226,NA,NA,NA,NA
2002,10,NV,1232508,1737,1114978,128906,NA,2581222,11739,NA,NA,NA,NA,NA,NA,91354
2002,10,NY,2180714,698534,3203694,1798460,4982,11030288,NA,2997497,42615,107258,67081,NA,-70546,NA
2002,10,OH,10549417,33430,74444,39058,NA,11484753,16587,742491,10690,2661,15974,NA,NA,NA
2002,10,OK,2863326,7389,1307405,91215,NA,4281935,5309,NA,23603,NA,NA,NA,-16312,NA
2002,10,OR,413631,6,806148,2337231,23417,3653990,NA,NA,65679,4412,3466,NA,NA,NA
2002,10,PA,9418532,180184,499461,163632,4177,16900609,51674,6445672,65165,87608,46693,NA,-62190,NA
2002,10,RI,NA,4116,472876,276,NA,527637,NA,NA,NA,7969,42401,NA,NA,NA
2002,10,SC,2786225,13666,133389,102535,NA,7153400,26,4116556,94235,1235,0,NA,-94467,NA
2002,10,SD,64934,539,1484,367304,413,434674,NA,NA,NA,NA,NA,NA,NA,NA
2002,10,TN,4181096,17419,25930,606977,240,7406944,1009,2545690,82601,4068,201,NA,-58287,NA
2002,10,TX,11023433,101344,15693311,44932,173421,29398621,208165,1800037,94779,38411,220788,NA,NA,NA
2002,10,UT,2906261,3323,217016,32525,NA,3180691,0,NA,NA,579,455,NA,NA,20532
2002,10,VA,3034523,49591,235326,50885,NA,5376065,0,1921932,129600,47318,31468,0,-124578,NA
2002,10,VT,NA,161,286,43666,988,174061,NA,93192,35768,NA,NA,NA,NA,NA
2002,10,WA,950399,2523,458666,4937795,25570,7361957,29112,830425,104864,16631,5802,NA,170,NA
2002,10,WI,3396449,33187,112856,279192,3390,4852748,NA,925424,58947,28438,14865,NA,NA,NA
2002,10,WV,7731503,20229,14254,68657,NA,7849682,14216,NA,0,738,85,NA,NA,NA
2002,10,WY,3598099,3744,79590,20327,38522,3744127,NA,NA,NA,NA,3845,NA,NA,NA
2002,10,US-TOTAL,159099294,8115979,54200820,17171334,734355,307059460,907601,60493052,3345970,1212840,1193181,30956,-680998,1235076
2002,11,AK,49368,67540,317644,148866,NA,584503,NA,NA,92,993,NA,NA,NA,NA
2002,11,AL,6222190,18498,795527,1227794,NA,11349447,12780,2832590,238961,979,127,NA,NA,NA
2002,11,AR,2026230,10147,166036,127723,NA,3548753,NA,1081735,135140,409,1333,NA,NA,NA
2002,11,AZ,3434543,1955,1437748,384466,NA,7797474,NA,2506794,NA,5041,8583,23,18321,NA
2002,11,CA,158407,169677,6585897,1771023,157969,12642570,61953,2163179,333472,161932,25571,28152,-51950,1077288
2002,11,CO,2911461,2945,672031,62635,12066,3646301,83,NA,NA,2557,0,NA,-17477,NA
2002,11,CT,297579,100721,591180,46723,NA,2624390,0,1453640,NA,67633,67035,NA,-122,NA
2002,11,DC,NA,421,NA,NA,NA,421,NA,NA,NA,NA,NA,NA,NA,NA
2002,11,DE,255982,29401,24189,NA,NA,327833,18261,NA,NA,NA,NA,NA,NA,NA
2002,11,FL,4946311,1950567,4696335,24345,NA,14965559,793,2801549,103620,166064,275975,NA,NA,NA
2002,11,GA,5167059,114107,131120,315567,NA,8351790,NA,2105609,558058,10109,2824,NA,-52663,NA
2002,11,HI,131816,776072,NA,5737,142,944493,3427,NA,NA,13952,10246,NA,NA,3100
2002,11,IA,2787117,4637,29069,83359,80620,3409109,NA,414668,0,9640,0,NA,NA,NA
2002,11,ID,4799,0,15377,409313,NA,473336,NA,NA,40166,NA,3681,NA,NA,NA
2002,11,IL,6752771,8917,160794,9590,NA,14614037,18057,7607143,NA,49056,7709,NA,NA,NA
2002,11,IN,9855525,48422,224327,41971,NA,10389280,208589,NA,NA,9421,1026,NA,NA,NA
2002,11,KS,2972383,19105,56869,881,32272,3939877,NA,858367,NA,NA,NA,NA,NA,NA
2002,11,KY,5729535,156772,34266,282109,NA,6235710,NA,NA,33028,NA,NA,NA,NA,NA
2002,11,LA,1728094,175751,2874516,56689,NA,6846423,189693,1512446,236549,5787,66898,NA,NA,NA
2002,11,MA,1164672,498592,1103064,74469,0,3396939,NA,480311,6849,95336,65336,NA,-91690,NA
2002,11,MD,2341093,120667,87341,178384,NA,3891333,32239,1079479,9798,24207,18125,NA,NA,NA
2002,11,ME,43207,92584,1188669,215897,NA,1889353,18,NA,292397,25625,30956,NA,NA,NA
2002,11,MI,5631824,28864,751483,124675,31,9566691,184,2893661,131445,54795,26586,NA,-76856,NA
2002,11,MN,2961155,56826,81493,56072,75772,4333364,NA,1003137,22216,45465,31228,NA,NA,NA
2002,11,MO,5980093,7119,69148,34420,NA,6146642,NA,67577,NA,534,6212,NA,-18461,NA
2002,11,MS,1611069,3911,554835,NA,NA,3135829,1921,909649,54444,0,0,NA,NA,NA
2002,11,MT,1395977,31801,548,562574,NA,1998363,1414,NA,6049,NA,NA,NA,NA,NA
2002,11,NC,5962490,27650,16988,447235,NA,10209626,22,3571532,149238,7181,16034,NA,11255,NA
2002,11,ND,2587977,1773,1148,144566,NA,2743401,7937,NA,NA,0,NA,NA,NA,NA
2002,11,NE,1704535,1829,16671,87216,660,2674240,70,862387,NA,872,0,NA,NA,NA
2002,11,NH,327296,41594,35794,122331,NA,1435519,NA,833121,39023,31553,4808,NA,NA,NA
2002,11,NJ,871353,12560,1253458,957,NA,4853115,7225,2610233,NA,68596,41313,NA,-12579,NA
2002,11,NM,2231932,5534,226561,15060,NA,2481890,NA,NA,NA,2803,NA,NA,NA,NA
2002,11,NV,1279825,1509,1065247,182346,NA,2634448,15856,NA,NA,NA,NA,NA,NA,89665
2002,11,NY,2100519,1148194,2528158,2112680,4791,10420107,NA,2368373,35796,109264,69824,NA,-57492,NA
2002,11,OH,10502786,25714,25765,46138,NA,11526821,12614,901844,8247,2049,1663,NA,NA,NA
2002,11,OK,3059474,5767,726924,54807,NA,3861096,4618,NA,21408,NA,NA,NA,-11902,NA
2002,11,OR,402961,79,753285,2558797,30273,3807260,NA,NA,54240,4270,3355,NA,NA,NA
2002,11,PA,9396523,79888,304991,207838,6835,16699033,38474,6498028,58094,108114,60149,NA,-59902,NA
2002,11,RI,NA,5489,727981,416,NA,796499,NA,NA,NA,8640,53973,NA,NA,NA
2002,11,SC,2624515,20766,43055,148117,NA,6787759,4,3930630,96728,1318,0,NA,-77374,NA
2002,11,SD,312421,444,153,377218,940,691176,NA,NA,NA,NA,NA,NA,NA,NA
2002,11,TN,4168538,11992,27754,830899,423,7558126,165,2488236,62781,8765,442,NA,-41869,NA
2002,11,TX,10829179,134217,13924112,43744,170311,27143326,232191,1604305,99553,12434,93280,NA,NA,NA
2002,11,UT,2737835,4025,98083,31267,NA,2891496,0,NA,NA,545,429,NA,NA,19312
2002,11,VA,3018290,205455,100985,96263,NA,5310784,0,1777662,146143,53864,37679,0,-125557,NA
2002,11,VT,NA,73,280,88695,856,497837,NA,380204,27729,NA,NA,NA,NA,NA
2002,11,WA,898559,8155,467155,5542506,33299,7895005,11299,806991,105188,16172,5707,NA,-26,NA
2002,11,WI,3179669,24485,105825,194024,3620,4720871,NA,1115244,54719,27421,15864,NA,NA,NA
2002,11,WV,7746033,21601,12531,131290,NA,7927443,14275,NA,0,1593,120,NA,NA,NA
2002,11,WY,3550683,1921,48467,20336,45067,3672860,NA,NA,NA,NA,6386,NA,NA,NA
2002,11,US-TOTAL,156053655,6286737,45160876,19730029,655946,296289561,894161,61520324,3161172,1214991,1060476,28175,-666344,1189364
2002,12,AK,54577,75742,375229,142329,NA,649079,NA,NA,102,1100,NA,NA,NA,NA
2002,12,AL,6234852,25972,818124,1597608,NA,11830201,2250,2858023,288762,1498,3112,NA,NA,NA
2002,12,AR,1816216,49743,149358,141292,NA,3652850,NA,1353074,128073,430,14664,NA,NA,NA
2002,12,AZ,3556398,3689,1571960,464087,NA,8448838,NA,2812543,NA,4365,10016,12,25768,NA
2002,12,CA,207535,169553,7306993,2109083,148945,14535214,90892,2872501,331771,178319,37005,4295,-35361,1113683
2002,12,CO,3175463,1384,735481,56519,14600,3958055,366,NA,NA,2469,0,NA,-28227,NA
2002,12,CT,376355,52541,605620,53543,NA,2487302,0,1260093,NA,70758,68391,NA,0,NA
2002,12,DC,NA,3589,NA,NA,NA,3589,NA,NA,NA,NA,NA,NA,NA,NA
2002,12,DE,365347,55107,30167,NA,NA,464122,13500,NA,NA,NA,NA,NA,NA,NA
2002,12,FL,5981157,1956385,3953834,18661,NA,15414389,718,2987114,114387,178627,223506,NA,NA,NA
2002,12,GA,6252621,123108,190606,399695,NA,10043644,NA,2535437,571732,9491,3162,NA,-42208,NA
2002,12,HI,129082,776654,NA,6018,105,952904,2410,NA,NA,19675,14864,NA,NA,4096
2002,12,IA,3163761,3399,26026,71647,94858,3797896,NA,428684,0,9521,0,NA,NA,NA
2002,12,ID,5493,1,17264,442202,NA,516409,NA,NA,44491,NA,6958,NA,NA,NA
2002,12,IL,7265869,11597,189920,11697,NA,15940112,19612,8377671,NA,51464,12282,NA,NA,NA
2002,12,IN,10010123,25045,212714,29324,NA,10517917,228286,NA,NA,11225,1200,NA,NA,NA
2002,12,KS,3025535,52245,52688,840,30764,4049743,NA,887671,NA,NA,NA,NA,NA,NA
2002,12,KY,7132225,237006,35171,320089,NA,7738726,NA,NA,14235,NA,NA,NA,NA,NA
2002,12,LA,2310625,129978,2845649,61042,NA,7340091,198426,1556487,207266,6338,24280,NA,NA,NA
2002,12,MA,1166007,836176,1408347,79526,0,4092060,NA,491128,156,103582,71437,NA,-64300,NA
2002,12,MD,2705566,322293,104956,210967,NA,4718826,22370,1292322,16252,25305,18795,NA,NA,NA
2002,12,ME,47954,187707,1132648,208545,NA,1955108,0,NA,325550,25402,27301,NA,NA,NA
2002,12,MI,5820309,101423,1055556,120553,39,10010083,866,2802413,109721,55989,23141,NA,-79927,NA
2002,12,MN,3220115,66978,83562,44300,87796,4763810,NA,1162688,22197,45558,30616,NA,NA,NA
2002,12,MO,6746127,4049,40205,24763,NA,7547414,NA,741242,143,580,7012,NA,-16707,NA
2002,12,MS,1543497,951,710713,NA,NA,3272858,2170,956270,59257,0,0,NA,NA,NA
2002,12,MT,1156940,43258,596,902811,NA,2111264,1846,NA,5813,NA,NA,NA,NA,NA
2002,12,NC,6396515,37923,176801,640322,NA,11093819,49,3678563,139772,9002,8142,NA,6730,NA
2002,12,ND,2665254,5018,1116,160183,NA,2839299,7729,NA,NA,0,NA,NA,NA,NA
2002,12,NE,1855269,1161,13523,54906,700,2852569,31,925785,NA,1194,0,NA,NA,NA
2002,12,NH,357813,148910,46964,121834,NA,1629317,NA,861635,53407,33448,5307,NA,NA,NA
2002,12,NJ,962649,61342,1298950,1049,NA,5383007,7901,2945629,NA,73891,43511,NA,-11915,NA
2002,12,NM,2165539,3748,226455,14609,NA,2415591,NA,NA,NA,5240,NA,NA,NA,NA
2002,12,NV,1497892,1265,1014620,150386,NA,2779479,17314,NA,NA,NA,NA,NA,NA,98002
2002,12,NY,2217622,1513359,2469888,2182258,24177,11663799,NA,3100917,41559,111799,69328,NA,-67108,NA
2002,12,OH,11686922,19361,28643,38126,NA,12729578,14660,928301,9248,2384,1933,NA,NA,NA
2002,12,OK,3373730,4631,816993,44124,NA,4256230,6081,NA,24117,NA,NA,NA,-13446,NA
2002,12,OR,416197,165,794604,2592343,39764,3887266,NA,NA,36585,4261,3347,NA,NA,NA
2002,12,PA,10898767,330213,271460,259175,4604,18815059,47207,6833207,59230,112031,62455,NA,-63290,NA
2002,12,RI,NA,5219,611445,354,NA,677821,NA,NA,NA,8928,51876,NA,NA,NA
2002,12,SC,3131646,23625,29424,265983,NA,8402550,17,4958895,89685,1184,0,NA,-97909,NA
2002,12,SD,331057,35,729,218066,478,550365,NA,NA,NA,NA,NA,NA,NA,NA
2002,12,TN,4532402,20527,44057,1049943,493,8081829,155,2430443,66448,4916,550,NA,-68105,NA
2002,12,TX,12811875,149808,13321997,82534,203936,29653578,294751,2566834,96040,11833,113970,NA,NA,NA
2002,12,UT,3004032,6243,119721,32728,NA,3184363,0,NA,NA,576,453,NA,NA,20610
2002,12,VA,3702123,389788,258183,136971,NA,6526879,0,1922842,155744,49017,31051,0,-118839,NA
2002,12,VT,NA,351,204,88705,1498,523124,NA,394389,37977,NA,NA,NA,NA,NA
2002,12,WA,950502,5620,696555,5691707,41819,8376427,29399,837172,106122,16834,5373,NA,-4676,NA
2002,12,WI,3382930,28654,137744,167268,5349,4978431,NA,1145499,66635,29890,14461,NA,NA,NA
2002,12,WV,8440446,37466,10865,132011,9023,8646483,16272,NA,0,400,0,NA,NA,NA
2002,12,WY,3938833,1600,56065,25814,46247,4074344,NA,NA,NA,NA,5785,NA,NA,NA
2002,12,US-TOTAL,172189765,8111605,46100393,21668540,755194,324833705,1025279,68905472,3222474,1278524,1015280,4307,-679520,1236391
